geoid,name,households,working_age_hh,mhi,wahi,ratio,share_65plus_pct,share_under25_pct,reliable,flag,gap_anchored_mhi,gap_anchored_wahi,gap_anchored_ami
19133,Monona County,3878,2320,68377,85268,1.267,35.3,4.9,1,0,166,204,168
21031,Butler County,4567,3154,56092,70214,1.2669,29.7,1.3,0,0,202,205,194
5533000,Hartford city,6668,4597,82014,104585,1.2668,27.1,3.9,1,0,266,234,206
1801666,Angola city,3513,2321,64540,81344,1.2666,27.7,6.2,0,0,159,175,118
51005,Alleghany County,6383,3765,56188,70402,1.2665,38.4,2.7,1,0,110,161,136
06063,Plumas County,8054,4106,66031,85214,1.2664,47.8,1.2,1,0,30,53,90
3108605,Chadron city,2097,1275,54590,69141,1.2663,27.7,11.5,0,0,127,171,-41
39033,Crawford County,18059,11404,58044,73721,1.2662,33.1,3.8,1,0,507,673,547
0617568,Culver City city,17529,12315,117389,151252,1.2662,27.6,2.2,1,0,-821,-10,312
18157,Tippecanoe County,75808,47112,60636,77040,1.2662,19.4,18.5,1,0,-1328,957,1462
20017,Chase County,1147,633,56484,72218,1.266,40.3,4.5,1,0,58,60,43
22127,Winn Parish,4790,3031,48871,62390,1.2659,32.6,4.1,1,0,28,191,186
4843132,Livingston town,2419,1556,48841,62195,1.2657,32.8,2.9,0,0,-58,7,127
2700928,Alexandria city,6975,4051,61374,78241,1.2656,33.1,8.9,1,0,314,337,122
13307,Webster County,843,515,46792,60625,1.2655,38.0,0.9,0,0,6,24,7
37015,Bertie County,7143,4056,48750,62927,1.2655,41.0,2.2,0,0,195,136,223
40053,Grant County,1612,992,60758,77301,1.2654,34.6,3.9,1,0,30,64,80
4126200,Forest Grove city,8814,5839,87933,111711,1.2654,27.3,6.4,1,0,14,169,71
42025,Carbon County,27255,16771,67554,85483,1.2651,35.8,2.7,1,0,464,686,478
30091,Sheridan County,1476,892,70147,89266,1.2651,37.9,1.6,1,0,23,49,51
5578650,Superior city,11956,8258,64216,81737,1.2649,26.6,4.4,1,0,292,280,217
2748580,Orono city,3052,2145,173527,223457,1.2648,29.1,0.6,0,0,8,13,-15
5320750,Edmonds city,18627,12373,122449,154576,1.2645,32.0,1.6,1,0,6,416,314
13303,Washington County,7330,4744,46023,57737,1.2644,33.9,1.3,0,0,-262,156,183
05073,Lafayette County,2622,1535,41278,52042,1.2643,38.8,2.7,0,0,53,97,86
1982695,Waukee city,11830,9207,101029,127190,1.2642,17.5,4.7,1,0,570,172,301
1757472,Pana city,2178,1322,46168,59048,1.2642,36.3,3.0,0,0,99,84,98
5582600,Verona city,6451,4585,119606,154464,1.2642,23.4,5.5,1,0,117,137,116
48369,Parmer County,3231,2199,69735,91587,1.2641,26.7,5.2,0,0,101,106,102
2535075,Leominster city,18483,12533,83816,106005,1.264,30.0,2.2,1,0,174,411,244
0908420,Bristol city,24453,17168,79076,100636,1.2639,26.1,3.7,1,0,-69,429,
02100,Haines Borough,901,614,86927,107692,1.2638,31.9,0.0,0,0,0,7,10
2949034,Moberly city,5103,3363,44145,55936,1.2635,27.8,6.3,0,0,-34,18,135
13243,Randolph County,2688,1639,28380,35140,1.2635,36.5,2.5,0,0,49,12,7
4218152,Darby borough,3992,3112,39863,50468,1.2635,21.3,0.7,0,0,-52,-201,54
2977992,Waynesville city,2201,1409,56836,73250,1.2634,28.3,7.7,0,0,93,34,60
37167,Stanly County,25240,16509,60704,76757,1.2634,32.0,2.6,1,0,382,656,599
1802908,Avon town,8835,6745,98486,124450,1.2632,21.7,2.0,1,0,258,90,177
34029,Ocean County,243843,144430,89863,114601,1.2632,39.2,1.5,1,0,-3968,-1441,602
27149,Stevens County,3889,2323,75733,95216,1.2632,25.2,15.0,1,0,143,109,101
19103,Johnson County,63341,40428,74935,94659,1.263,20.9,15.3,1,0,1264,640,481
3978470,Union city,2848,1742,73353,90586,1.263,36.4,2.4,0,0,122,63,39
1835284,Huntingburg city,2482,1647,54421,73855,1.263,21.2,12.4,0,0,37,156,98
3410480,Carlstadt borough,2586,1570,115444,146011,1.2629,33.4,5.9,0,0,10,28,25
3908364,Brecksville city,5466,3365,135000,172419,1.2629,37.4,1.1,1,0,19,80,123
5522575,Edgerton city,2351,1567,72489,92754,1.2629,28.0,5.4,0,0,73,82,85
2608160,Beverly Hills village,4116,2697,177412,219960,1.2629,34.5,0.0,0,0,34,43,-22
4962360,Providence city,2823,1964,118072,147266,1.2628,28.0,2.4,0,0,39,41,47
51121,Montgomery County,36961,22940,72715,90018,1.2628,24.0,14.0,1,0,-643,113,32
5311160,Centralia city,7894,4763,56219,72300,1.2625,35.5,4.2,1,0,-143,-97,162
3413570,Cliffside Park borough,10609,6859,93452,118048,1.2624,33.7,1.6,1,0,-104,-41,114
1769979,Silvis city,4156,2365,62375,78902,1.2623,39.5,3.6,0,0,16,216,248
31001,Adams County,13076,8073,68365,86679,1.2622,29.9,8.4,1,0,514,271,113
46051,Grant County,3029,1846,75028,94694,1.2621,37.2,1.8,1,0,107,48,38
29087,Holt County,1744,1036,61187,80150,1.2621,36.5,4.1,1,0,98,83,81
46127,Union County,7310,4734,89636,113527,1.262,29.2,6.1,1,0,334,165,288
26109,Menominee County,10361,6080,56435,71829,1.2619,38.7,2.6,1,0,207,242,242
1715170,Coal City village,2104,1386,72857,93858,1.2619,33.6,0.6,0,0,79,64,23
3705220,Bessemer City city,2082,1361,60300,76419,1.2616,32.9,1.7,0,0,-7,23,36
28031,Covington County,7323,5161,45051,56801,1.2616,26.9,2.6,0,0,269,181,118
22061,Lincoln Parish,18487,11179,39172,49787,1.2613,24.7,14.9,1,0,-250,-311,-9
2044200,Maize city,2778,2057,72024,91377,1.2612,21.2,4.8,0,0,-128,-126,-86
27103,Nicollet County,13002,8517,79756,100528,1.2611,29.9,4.6,1,0,504,210,175
06009,Calaveras County,18437,10502,78647,98014,1.261,42.5,0.5,1,0,-116,-241,-213
3700680,Albemarle city,6769,4264,46881,59413,1.261,31.7,5.3,1,0,-342,-229,112
4268096,Sayre borough,2739,1666,50801,64792,1.2608,33.0,6.2,0,0,28,-46,81
2657100,New Baltimore city,4703,3199,106033,133654,1.2607,30.2,1.8,1,0,4,13,3
28141,Tishomingo County,8834,5559,53040,65844,1.2606,31.6,5.5,1,0,189,221,182
41003,Benton County,38537,22424,77702,96932,1.2605,27.6,14.2,1,0,-935,-285,-120
3934748,Heath city,4365,2644,71917,91161,1.2604,35.7,3.7,1,0,195,186,97
0482740,Wickenburg town,4353,1605,67600,83693,1.2603,63.1,0.0,0,0,4,-14,13
3035050,Havre city,3799,2436,50329,63969,1.2603,29.2,6.7,0,0,-17,43,87
21187,Owen County,4252,2789,61134,79895,1.2601,32.3,2.1,1,0,68,82,84
02105,Hoonah-Angoon Census Area,924,490,61406,77874,1.2601,44.4,2.6,0,0,10,34,37
42019,Butler County,80824,53073,89843,112406,1.26,31.7,2.7,1,0,1410,738,808
1269555,Sunny Isles Beach city,10219,6019,61921,78591,1.2599,40.0,1.1,1,0,-98,-482,-278
29067,Douglas County,4654,2747,45985,58005,1.2599,38.3,2.6,0,0,177,158,103
1729756,Glen Ellyn village,10698,6863,140938,176151,1.2598,32.1,3.8,1,0,12,135,2
2713708,Credit River city,1941,1462,143125,177451,1.2596,22.1,2.6,0,0,0,0,
20065,Graham County,1191,637,50650,63606,1.2595,36.1,10.4,0,0,33,16,11
29149,Oregon County,3380,2023,43069,53486,1.2595,35.6,4.6,0,0,78,65,82
45001,Abbeville County,9762,5951,52935,66639,1.2595,36.8,2.2,1,0,143,128,153
5567475,Richfield village,4500,3057,143963,186808,1.2594,31.7,0.4,1,0,22,29,25
1750647,Morton Grove village,9215,5774,111116,140998,1.2591,37.0,0.3,1,0,-183,42,-93
30043,Jefferson County,4996,3194,95490,118078,1.2591,35.8,0.3,1,0,10,33,31
1852020,Nappanee city,2783,1963,68892,88204,1.259,24.6,4.9,0,0,107,122,115
45077,Pickens County,52414,33378,61064,77416,1.2589,28.2,8.1,1,0,583,1084,624
5563700,Plymouth city,4125,2473,68038,89251,1.2589,36.2,3.9,1,0,255,259,155
22125,West Feliciana Parish,4026,2802,77452,97662,1.2588,27.0,3.4,0,0,20,50,34
48457,Tyler County,7145,4453,55396,69732,1.2588,35.8,1.9,0,0,-164,55,144
22011,Beauregard Parish,13747,9417,65944,83864,1.2587,28.9,2.6,1,0,173,196,184
4811464,Burnet city,2405,1487,87587,108428,1.2586,34.9,3.3,1,0,15,15,18
3103390,Beatrice city,5494,3392,57264,72135,1.2586,33.5,4.8,1,0,267,277,134
29023,Butler County,16594,10498,49089,61576,1.2584,31.5,5.3,1,0,33,734,858
08071,Las Animas County,6513,3714,52074,66503,1.2583,39.1,3.9,1,0,68,141,116
20127,Morris County,2550,1490,58686,72955,1.2583,36.0,5.5,1,0,94,90,74
31027,Cedar County,3444,2085,73578,92919,1.2582,32.7,6.8,1,0,147,84,58
3910030,Bucyrus city,5293,3009,54349,68068,1.2582,38.2,4.9,0,0,181,229,194
42027,Centre County,59013,36758,74291,93559,1.2582,26.6,11.1,1,0,503,383,197
5533100,Hartland village,4209,2780,87754,110047,1.2581,29.5,4.4,1,0,170,129,139
3604759,Bath village,2995,1791,47150,57443,1.2581,35.4,4.8,0,0,81,57,35
3451810,New Providence borough,5351,3480,161599,201935,1.258,34.3,0.7,0,0,106,127,60
55015,Calumet County,21372,14863,88810,112084,1.258,28.2,2.3,1,0,421,266,272
1276500,West Melbourne city,10663,7252,92986,117031,1.258,29.0,3.0,1,0,93,81,129
2057575,Prairie Village city,9969,6412,113530,143260,1.2579,32.4,3.3,1,0,31,114,31
27001,Aitkin County,7222,3677,60833,76707,1.2579,47.6,1.5,1,0,68,92,53
40033,Cotton County,2040,1262,58425,72222,1.2579,35.3,2.8,1,0,85,88,74
1376224,Thomasville city,7929,4991,49673,62291,1.2577,32.3,4.8,1,0,-250,-54,303
2916678,Cottleville city,2206,1547,131310,159544,1.2573,25.0,4.9,0,0,29,36,12
30107,Wheatland County,883,459,49489,61844,1.2571,46.9,1.1,0,0,10,29,17
0609710,Calexico city,10069,6864,49783,62451,1.2571,29.2,2.6,1,0,-444,-158,198
3650034,Newburgh city,10493,7614,56960,72934,1.257,25.6,1.8,0,0,-1139,-718,186
5335170,Kenmore city,9396,6842,139764,175656,1.2569,25.7,1.5,1,0,57,180,75
2675100,South Lyon city,4976,3358,92467,121058,1.2566,27.7,4.8,0,0,175,58,128
17149,Pike County,5965,3785,59777,75055,1.2565,33.5,3.0,1,0,108,159,169
3601033,Albion village,2661,1654,41581,52212,1.2564,33.7,4.1,0,0,-156,8,29
55035,Eau Claire County,44726,28065,74546,93605,1.2563,26.6,10.6,1,0,2151,1657,1620
16015,Boise County,3593,2103,78774,99388,1.2563,41.1,0.3,1,0,56,37,26
5584350,Waunakee village,5844,4439,125220,157607,1.2561,22.8,1.3,1,0,90,114,95
55119,Taylor County,8046,5129,69350,87749,1.2561,32.8,3.4,1,0,267,219,162
3985484,Willoughby city,11783,7469,71309,90062,1.2559,33.6,3.0,1,0,389,430,351
55017,Chippewa County,27139,17574,74680,93745,1.2559,30.8,4.4,1,0,695,429,464
2327085,Gardiner city,2730,1725,71782,89326,1.2558,31.0,5.9,0,0,-1,107,114
5559250,Oconomowoc city,7833,5152,106425,136437,1.2556,31.3,3.0,1,0,110,80,105
4234064,Hermitage city,7728,4679,70052,87221,1.2555,37.4,2.0,1,0,453,164,186
3737760,Lenoir city,8199,5128,49910,62710,1.2554,35.0,2.4,1,0,326,378,370
3365140,Rochester city,13932,9237,80836,102651,1.2554,30.0,3.7,1,0,48,183,236
16003,Adams County,1776,964,61808,79219,1.2553,44.5,1.2,0,0,11,35,35
4211680,Castle Shannon borough,3788,2568,64071,83485,1.2553,27.7,4.5,1,0,300,199,86
31177,Washington County,8429,5562,94396,118821,1.2553,29.8,4.2,1,0,135,73,87
13047,Catoosa County,26653,17502,74639,93656,1.2553,30.8,3.6,1,0,606,384,413
18147,Spencer County,8078,5282,74506,93699,1.2551,32.6,2.0,1,0,160,141,131
22043,Grant Parish,7440,4902,64016,80170,1.2551,30.5,3.6,1,0,186,268,269
0667000,San Francisco city,363970,265788,140970,176406,1.255,23.9,3.1,1,0,9140,14455,15454
06075,San Francisco County,363970,265788,140970,176406,1.255,23.9,3.1,1,0,9140,14455,15454
39131,Pike County,10866,7141,52736,66435,1.255,31.8,2.5,1,0,-4,260,417
3832060,Grand Forks city,26171,15870,63627,81596,1.2548,21.4,18.0,1,0,1317,1520,875
5522300,Eau Claire city,30492,18487,67395,85084,1.2548,25.8,13.6,1,0,1439,1611,1168
1865214,Rochester city,2812,1720,57008,71944,1.2548,34.2,4.6,0,0,41,156,235
41037,Lake County,3480,1977,62787,77734,1.2547,37.9,5.3,1,0,82,188,175
1759884,Pinckneyville city,1400,987,69583,79678,1.2546,29.5,0.0,0,0,9,5,1
20205,Wilson County,3517,2171,60677,76321,1.2545,34.1,4.2,1,0,114,113,96
3948342,Maumee city,6004,4002,80833,102067,1.2544,29.6,3.7,1,0,269,169,187
5335940,Kirkland city,38771,29433,150414,188784,1.2544,21.1,3.0,1,0,1107,1775,831
0402830,Apache Junction city,18015,9113,60975,76795,1.2543,47.9,1.5,1,0,325,150,-10
2630200,Frankenmuth city,2465,1370,85433,110262,1.2542,40.6,3.8,1,0,144,44,149
46025,Clark County,1336,759,70726,87171,1.2542,39.3,3.9,0,0,37,45,40
48077,Clay County,4289,2674,80114,101525,1.2541,35.2,2.4,1,0,112,73,89
42015,Bradford County,24610,15256,63675,80484,1.2541,34.3,3.7,1,0,773,1049,955
0133448,Hartselle city,5891,4047,76290,96111,1.2541,27.3,4.0,1,0,147,70,99
72137,Toa Baja Municipio,29965,18526,32017,39556,1.2541,36.1,2.1,1,0,451,610,596
55075,Marinette County,19051,11466,63809,80623,1.254,36.1,3.7,1,0,506,597,410
2758684,Sauk Rapids city,5656,4214,71841,91170,1.2539,18.4,7.1,1,0,316,289,188
19081,Hancock County,4673,2856,70601,87097,1.2537,33.7,5.2,1,0,125,85,54
29017,Bollinger County,3941,2618,63814,78467,1.2536,31.6,2.0,1,0,60,69,60
4250320,Monaca borough,2336,1598,73538,91816,1.2535,31.6,0.0,0,0,77,77,64
29173,Ralls County,3970,2430,65388,85557,1.2535,37.7,1.1,1,0,58,73,69
2158836,Paducah city,11741,8165,49915,62572,1.2535,25.7,4.8,1,0,-85,381,383
27065,Kanabec County,6564,4191,71460,89878,1.2535,33.9,2.3,1,0,101,102,89
2437600,Havre de Grace city,6429,4165,105817,133160,1.2534,31.8,3.4,1,0,134,40,41
05049,Fulton County,4757,2837,42241,52488,1.2534,38.2,2.1,0,0,49,2,43
13229,Pierce County,7605,5204,60517,76376,1.2533,28.9,2.7,0,0,357,279,221
29135,Moniteau County,5729,3654,65715,82148,1.2533,30.4,5.8,1,0,259,162,121
54075,Pocahontas County,3181,1705,42119,53624,1.2532,43.4,3.0,1,0,79,65,75
48199,Hardin County,22222,15316,75808,95288,1.2532,28.7,2.4,1,0,557,184,324
0827425,Fort Collins city,71768,46420,85070,106850,1.2532,19.3,16.1,1,0,-2600,-976,155
37147,Pitt County,74533,47552,58188,72554,1.2531,22.6,13.6,1,0,1017,2282,2811
13059,Clarke County,54454,33994,53625,67942,1.253,19.9,17.7,1,0,-3033,-1829,1095
3125055,Kearney city,14028,8727,69724,87635,1.253,26.1,11.6,1,0,480,525,399
18027,Daviess County,11814,8058,68503,87150,1.2529,27.9,3.9,1,0,515,320,249
29197,Schuyler County,1307,842,61205,77186,1.2529,33.4,2.1,0,0,31,36,36
42085,Mercer County,46524,28994,59976,75148,1.2529,34.7,3.0,1,0,986,1562,1154
02150,Kodiak Island Borough,4640,3239,86250,106423,1.2529,20.1,10.1,0,0,114,32,23
53059,Skamania County,5019,3084,93265,114155,1.2528,37.4,1.2,1,0,129,58,28
2073250,Valley Center city,3063,1845,77020,103063,1.2528,35.2,4.6,0,0,117,67,74
17131,Mercer County,6565,4211,74182,92733,1.2527,32.8,3.0,1,0,160,74,64
4812532,Canyon city,5619,3558,69772,89631,1.2527,23.0,13.7,0,0,206,158,148
5584425,Waupun city,3433,2270,65625,84527,1.2526,25.7,8.2,0,0,70,28,35
1745421,Lynwood village,3391,1971,85237,109493,1.2526,38.0,3.9,0,0,85,62,37
48475,Ward County,4388,3244,65952,83469,1.2526,23.5,2.6,0,0,55,149,149
3476400,Waldwick borough,3433,2373,177962,218717,1.2525,30.9,0.0,0,0,-6,4,-30
22057,Lafourche Parish,37762,25823,63135,80274,1.2525,27.7,3.9,1,0,425,577,534
46027,Clay County,5547,3409,56850,72175,1.2525,19.3,19.2,0,0,230,350,205
3849900,Mandan city,10465,6811,71780,92109,1.2524,25.1,9.8,1,0,418,305,160
48379,Rains County,4856,2974,65413,81608,1.2523,37.4,1.3,0,0,20,88,96
13031,Bulloch County,30856,19612,58810,73554,1.2523,21.1,15.3,1,0,653,822,916
3763120,Southern Pines town,7411,4281,88535,108020,1.2522,36.3,5.9,0,0,6,46,45
2266655,Ruston city,8796,4694,31120,39405,1.252,21.8,24.8,0,0,-819,-121,-158
2425800,Elkton town,6035,4342,58640,74691,1.2519,24.6,3.4,0,0,-441,-266,39
20045,Douglas County,50406,30741,69746,88390,1.2519,22.2,16.8,1,0,1585,1884,1204
45037,Edgefield County,9768,6380,73029,90071,1.2519,32.6,2.1,1,0,92,120,120
42021,Cambria County,55973,34103,58418,73262,1.2519,36.6,2.5,1,0,1392,1574,1211
5527075,Fox Point village,2671,1674,141467,170862,1.2519,36.5,0.8,1,0,38,56,107
0634246,Holtville city,1549,1058,65039,76273,1.2518,31.7,0.0,0,0,17,65,42
2841680,Long Beach city,6983,4406,70332,86918,1.2518,31.9,5.0,1,0,40,227,218
05037,Cross County,6483,4223,50863,63730,1.2517,31.6,3.3,1,0,65,138,180
1775484,Tinley Park village,22320,14377,105189,131975,1.2516,34.6,1.0,1,0,-137,103,14
1271150,Tarpon Springs city,11960,6890,79529,98070,1.2516,41.5,0.9,1,0,39,70,71
22031,De Soto Parish,10504,6754,48578,60928,1.2515,32.8,2.9,1,0,56,1,64
4507255,Blythewood town,2274,1703,94167,108775,1.2514,23.4,1.8,0,0,-55,-61,-38
18049,Fulton County,8051,5181,61360,77322,1.2513,32.9,2.7,1,0,90,286,330
21063,Elliott County,2440,1589,45776,57346,1.2512,33.6,1.2,0,0,32,68,73
4256088,Oakmont borough,3219,2058,92782,118322,1.2511,34.9,1.2,0,0,110,103,124
0645246,Malibu city,4399,2203,194421,240131,1.251,47.4,2.5,0,0,-96,49,-10
0607218,Blythe city,4137,3031,56625,69369,1.2509,22.5,4.3,0,0,7,31,27
42007,Beaver County,72257,45742,71089,89459,1.2509,34.1,2.6,1,0,1833,1488,920
5516450,Columbus city,2454,1799,75427,94449,1.2508,22.7,4.0,1,0,69,33,41
0638226,Kerman city,5264,4214,59799,74722,1.2507,18.7,1.3,0,0,-93,-157,-70
27097,Morrison County,14084,9096,69446,85729,1.2507,32.3,3.1,1,0,283,297,219
4841188,Lampasas city,2873,1913,67229,81692,1.2506,29.6,3.9,0,0,88,146,84
4252808,Nazareth borough,2994,1856,56855,70603,1.2506,36.5,1.5,0,0,-181,-66,60
3731620,Hillsborough town,4146,3073,98163,121458,1.2505,25.7,0.2,0,0,34,54,58
2656020,Mount Pleasant city,7872,4405,44706,55915,1.2505,17.6,26.4,0,0,-355,142,440
2935648,Jackson city,6173,4128,77105,98433,1.2505,29.2,3.9,1,0,143,133,139
4702320,Athens city,5874,3778,53929,66799,1.2504,29.4,6.3,0,0,73,255,276
45069,Marlboro County,9789,5988,34301,42632,1.2504,35.9,2.9,1,0,-21,175,251
39011,Auglaize County,18940,12252,78660,98035,1.2504,31.4,3.9,1,0,764,504,391
19169,Story County,38904,23336,69685,88265,1.2503,21.5,18.5,1,0,1205,1361,399
1359724,Peachtree City city,15461,9649,113987,145063,1.2503,33.6,4.0,1,0,-285,268,-184
1308536,Blakely city,1849,1266,49821,62364,1.2502,31.2,0.3,0,0,107,98,107
5585350,West Bend city,14096,9163,74076,92381,1.2502,31.3,3.7,1,0,515,572,423
33003,Carroll County,21847,11476,86463,107849,1.2502,46.8,0.6,1,0,310,350,241
2003300,Augusta city,3674,2467,64919,77339,1.2502,24.9,8.0,1,0,57,70,75
2079950,Winfield city,4465,2720,56656,67929,1.2501,32.2,6.9,0,0,113,157,138
27111,Otter Tail County,25157,14961,72255,90372,1.2501,37.0,3.5,1,0,720,455,340
4876864,Weatherford city,13848,9097,81516,102759,1.25,29.6,4.7,1,0,-257,-25,-65
30045,Judith Basin County,918,529,59000,74297,1.25,41.4,1.0,0,0,51,37,24
37075,Graham County,3524,2071,49684,62086,1.25,39.8,1.4,0,0,107,66,32
48319,Mason County,1711,830,74180,90074,1.2499,48.8,2.7,0,0,18,6,4
72023,Cabo Rojo Municipio,19137,11535,26408,33207,1.2497,38.8,1.0,1,0,-113,312,249
5551025,Menomonie city,6254,3514,56889,72871,1.2497,24.0,19.8,1,0,228,314,327
3949056,Mentor city,20355,12832,88949,112980,1.2497,36.1,0.9,1,0,317,209,255
29039,Cedar County,5773,3485,48181,60599,1.2497,36.4,3.2,1,0,-56,184,147
41021,Gilliam County,875,448,66917,82143,1.2496,47.5,1.3,0,0,56,44,38
0608758,Buellton city,1886,1357,99936,124880,1.2496,24.0,4.1,0,0,-58,-7,74
72075,Juana Díaz Municipio,16491,10084,24852,31066,1.2494,38.0,0.9,1,0,138,272,266
4223304,Ellwood City borough,3715,2473,67138,84532,1.2494,31.1,2.4,1,0,94,194,191
05077,Lee County,2690,1513,34375,42569,1.2494,41.4,2.4,0,0,-55,-46,139
1737608,Inverness village,2682,1436,207434,263108,1.2494,46.0,0.5,0,0,-3,3,5
17153,Pulaski County,1940,1139,42463,53622,1.2493,37.6,3.7,0,0,46,52,75
20121,Miami County,13738,8873,89000,111680,1.2493,31.2,4.2,1,0,215,182,171
4809160,Boerne city,7548,5293,84541,108195,1.2493,27.5,2.4,0,0,-153,117,88
3621589,East Aurora village,2515,1657,103949,131997,1.2492,32.6,1.5,1,0,38,49,38
55065,Lafayette County,6763,4221,76462,95815,1.2492,33.8,3.8,1,0,221,150,146
38103,Wells County,1787,957,66114,81497,1.2492,38.7,7.7,0,0,41,39,17
22053,Jefferson Davis Parish,12068,8206,57341,72496,1.2491,29.9,2.1,1,0,199,322,339
31029,Chase County,1476,846,68173,84879,1.249,38.1,4.5,0,0,57,60,42
36109,Tompkins County,43263,25581,74024,92780,1.249,25.2,15.7,1,0,-983,-570,-275
2744476,Mound city,4541,3087,86675,115733,1.2489,30.9,1.1,0,0,76,56,35
27069,Kittson County,1774,1056,76100,95255,1.2488,34.0,6.4,1,0,54,27,19
2608640,Birmingham city,9440,6433,153510,193789,1.2488,29.4,2.5,1,0,139,126,45
0686034,Winters city,2462,1788,122951,145600,1.2486,27.4,0.0,0,0,-32,11,-22
41015,Curry County,11159,5401,62244,77597,1.2485,49.5,2.1,1,0,33,192,194
20085,Jackson County,5013,3227,75215,94043,1.2485,32.2,3.4,1,0,129,145,133
30033,Garfield County,432,238,69583,87821,1.2484,40.7,4.2,0,0,25,25,23
3407810,Brigantine city,4043,2260,97250,122059,1.2484,44.1,0.0,1,0,47,52,58
33007,Coos County,14002,8265,57677,72444,1.2482,37.9,3.1,1,0,46,348,129
39031,Coshocton County,14786,9463,55577,69095,1.2482,33.1,2.9,1,0,197,261,341
1345488,Lawrenceville city,10719,7614,61561,77149,1.2481,21.7,7.3,1,0,-303,-626,-37
3444880,Maywood borough,3889,2444,117912,145861,1.2481,34.1,3.1,0,0,-21,58,26
1322052,Decatur city,9557,6984,139397,173576,1.2481,25.6,1.3,1,0,239,417,98
1745889,Macomb city,6487,3579,44411,55267,1.248,24.6,20.2,1,0,94,123,134
08125,Yuma County,4078,2655,60545,76701,1.248,29.7,5.1,1,0,26,166,152
0172600,Springville city,2066,1227,84231,100931,1.2479,39.9,0.7,0,0,24,3,
5511950,Caledonia village,10165,6672,93152,116425,1.2478,33.0,1.4,1,0,192,100,176
4878388,Whitehouse city,2877,2157,99458,123941,1.2476,23.0,2.0,1,0,18,63,6
26071,Iron County,5547,2990,55940,70038,1.2476,44.0,2.1,1,0,60,121,148
31113,Logan County,299,180,74271,92045,1.2476,37.8,2.0,0,0,13,13,12
18137,Ripley County,11531,7644,70573,86807,1.2474,28.8,4.9,1,0,393,253,182
47141,Putnam County,33601,21298,58912,73392,1.2473,26.4,10.2,1,0,859,1172,1125
56009,Converse County,5772,3909,81558,101281,1.2473,29.1,3.2,0,0,126,84,82
20087,Jefferson County,7412,4948,81278,106352,1.2473,31.1,2.1,1,0,171,103,127
2720906,Fergus Falls city,6465,3763,56162,70421,1.2473,35.8,6.0,1,0,96,293,148
31065,Furnas County,2010,1127,61048,77095,1.247,38.5,5.4,1,0,53,50,46
46077,Kingsbury County,2112,1301,74000,92634,1.247,34.1,4.3,1,0,52,29,24
48437,Swisher County,2383,1540,36165,46150,1.247,30.8,4.6,0,0,18,-7,81
21099,Hart County,7376,4914,52285,66855,1.2469,29.3,4.0,1,0,259,407,420
3909064,Broadview Heights city,8326,5597,103125,129036,1.2468,30.7,2.0,0,0,275,15,252
21033,Caldwell County,5025,3293,59583,74593,1.2468,32.1,2.4,0,0,84,212,225
3312900,Claremont city,5112,3474,59096,73561,1.2468,29.2,2.8,1,0,-134,80,37
5567350,Rice Lake city,3979,2552,52417,67133,1.2468,29.8,6.1,0,0,112,216,173
19195,Worth County,3178,1878,78008,96377,1.2467,37.2,3.7,1,0,117,82,73
51167,Russell County,10669,6426,50012,62344,1.2467,37.3,2.5,1,0,252,251,307
3448510,Mountainside borough,2508,1552,211538,253447,1.2467,38.1,0.0,0,0,-91,-23,-28
3671894,Suffern village,4600,2882,104607,130924,1.2467,36.5,0.8,1,0,-80,38,145
31067,Gage County,9327,5776,67247,83970,1.2466,33.9,4.2,1,0,373,344,213
5577925,Sturtevant village,1914,1465,92647,121376,1.2466,20.1,3.3,0,0,31,22,31
42129,Westmoreland County,154979,96021,74109,92390,1.2465,35.5,2.5,1,0,3933,2902,1834
1727624,Frankfort village,6789,4780,154375,194353,1.2465,29.2,0.4,0,0,36,26,22
37047,Columbus County,20048,12142,49442,61865,1.2465,36.1,3.3,1,0,322,599,894
3927048,Findlay city,17986,11467,61423,77857,1.2463,28.6,7.6,1,0,453,966,829
2819100,Diamondhead city,4025,2260,87407,105563,1.2463,43.5,0.4,1,0,-55,29,-83
72121,Sabana Grande Municipio,8101,4464,22065,27379,1.2463,43.7,1.1,1,0,119,133,190
5535950,Howard village,8839,5917,85477,107034,1.2461,28.0,5.1,1,0,443,269,276
3986604,Worthington city,6143,3943,127382,164468,1.2461,34.5,1.3,1,0,31,84,87
12003,Baker County,9165,6367,79836,99784,1.2461,27.9,2.6,1,0,123,66,66
4857476,Pilot Point city,1813,1182,97933,119672,1.246,34.1,0.7,0,0,41,12,
18061,Harrison County,15497,10420,74475,92923,1.2459,30.8,2.0,1,0,405,307,261
13309,Wheeler County,1615,852,40539,51154,1.2459,46.6,0.7,0,0,34,58,57
16029,Caribou County,2474,1543,68782,84716,1.2458,33.3,4.4,1,0,42,62,60
1717497,Crestwood village,4902,2953,75752,94834,1.2458,39.2,0.5,1,0,42,117,76
5170000,Salem city,10256,6606,66725,82717,1.2458,29.8,5.8,1,0,88,328,259
51775,Salem city,10256,6606,66725,82717,1.2458,29.8,5.8,1,0,88,328,259
1986520,Winterset city,2389,1340,67708,80219,1.2457,36.0,7.9,0,0,-63,53,46
2671000,St. Louis city,1466,955,51167,62952,1.2457,28.5,6.3,0,0,-9,50,47
23017,Oxford County,24140,14945,60173,74952,1.2457,36.5,1.6,1,0,90,335,371
