geoid,name,households,working_age_hh,mhi,wahi,ratio,share_65plus_pct,share_under25_pct,reliable,flag,gap_anchored_mhi,gap_anchored_wahi,gap_anchored_ami
4876096,Wake Village city,2277,1720,71574,70774,1.031,22.0,2.5,0,0,213,203,286
2454275,Mount Rainier city,3934,2746,68505,70018,1.0309,27.7,2.5,1,-1,-125,-55,92
1326084,Eatonton city,2521,1692,56250,59798,1.0309,32.9,0.0,0,0,10,-26,22
1628990,Fruitland city,2383,1686,65457,67364,1.0306,28.5,0.7,1,-1,178,170,30
4758080,Pigeon Forge city,2334,1550,53261,54685,1.0305,28.7,4.8,0,0,59,84,119
0644574,Lynwood city,15206,12321,74844,77106,1.0304,17.4,1.6,1,-1,-990,-925,447
4226408,Folcroft borough,2566,2091,61306,63963,1.0304,14.1,4.4,1,-1,74,53,26
17003,Alexander County,1904,1166,47043,49716,1.0303,38.7,0.1,0,0,70,74,30
4663100,Tea city,2171,1900,120139,123338,1.0303,9.4,3.1,0,0,41,46,38
13093,Dooly County,4031,2409,60987,62848,1.0302,37.1,3.2,0,0,274,308,352
3402080,Atlantic City city,16567,11531,41028,42475,1.0299,28.9,1.5,1,-1,-101,-280,251
3766700,Tarboro town,4830,2669,49796,51280,1.0299,42.3,2.4,0,0,-50,-15,147
0686440,Woodside town,1784,1061,250001,260211,1.0298,40.5,0.0,0,0,32,36,-6
4818020,Crystal City city,2188,1366,36328,38672,1.0296,29.6,8.0,0,0,87,57,71
30051,Liberty County,724,449,57857,59444,1.0296,36.9,1.1,0,0,34,38,37
2862400,Richland city,2867,1981,66558,68699,1.0296,26.2,4.7,0,0,-12,8,75
02016,Aleutians West Census Area,956,797,135500,136293,1.0295,15.5,1.2,0,0,98,99,94
0620956,East Palo Alto city,8267,6531,113493,113014,1.0295,19.0,2.0,0,0,-269,-262,298
0602924,Arvin city,4683,4032,49183,50068,1.0293,10.2,3.7,1,-1,-205,-207,94
3988000,Youngstown city,24982,16261,34408,35499,1.0292,30.1,4.8,1,-1,-561,-507,696
2850440,Natchez city,5856,3806,36735,39332,1.0291,33.8,1.2,0,0,-233,-258,281
5411188,Buckhannon city,1902,1331,54615,54293,1.0291,26.3,3.7,0,0,35,34,95
1756627,Orland Hills village,2404,1970,122039,117935,1.029,17.6,0.5,0,0,14,8,13
0639486,Lake Elsinore city,20499,16947,101888,105534,1.0289,15.6,1.7,1,-1,-217,-295,-496
5306330,Black Diamond city,2316,1936,141383,143030,1.0286,14.3,2.1,1,-1,16,18,23
3612331,Canton village,2029,1397,62054,64904,1.0286,24.9,6.2,0,0,58,43,63
4833824,Highland Park town,3278,2190,250001,254678,1.0286,32.1,1.1,0,0,59,59,36
35003,Catron County,1789,756,49864,51231,1.0285,57.6,0.1,1,-1,-5,-3,17
4835612,Hutchins city,1853,1464,47829,47907,1.0284,15.7,5.3,0,0,24,23,36
22091,St. Helena Parish,4176,2618,41934,44596,1.0279,37.3,0.0,0,0,4,26,158
0656700,Perris city,19447,16398,88911,91496,1.0278,14.1,1.6,1,-1,-377,-408,-287
4722200,Dyersburg city,6732,4529,52064,52156,1.0278,28.5,4.2,1,-1,248,249,414
28029,Copiah County,10060,6341,49089,50203,1.0277,34.4,2.6,1,-1,68,69,177
3744320,Morehead City town,5169,3232,56233,58431,1.0275,30.4,7.1,0,0,-63,-29,26
2200975,Alexandria city,17233,11494,47113,47887,1.0274,28.2,5.1,1,-1,-397,-400,554
1711163,Carbondale city,9714,5416,32128,33049,1.0274,14.0,30.3,0,0,-630,-639,326
40129,Roger Mills County,1416,840,66094,68077,1.027,35.6,5.1,1,-1,59,58,49
54087,Roane County,5704,3506,45778,47177,1.0269,36.4,2.2,0,0,-8,12,104
4855152,Parker city,1590,1326,229080,255398,1.0269,16.5,0.1,0,0,-1,2,3
1362104,Pooler city,11650,8546,91766,93514,1.0267,24.2,2.5,1,-1,-252,-252,9
20137,Norton County,2000,1210,54050,57284,1.0266,31.2,8.2,0,0,14,24,85
3737220,Laurinburg city,5698,3628,42170,43007,1.0264,32.7,3.7,0,0,-196,-176,291
3635969,Hudson city,2865,2093,54139,54526,1.0263,24.8,2.2,0,0,-256,-258,6
4863848,Rusk city,1039,732,53438,59474,1.0261,27.8,1.7,0,0,108,128,53
3507880,Bloomfield city,2620,1735,48472,49860,1.0259,28.9,4.8,0,0,-3,-6,7
3665431,Scarsdale village,5576,4241,250001,276175,1.0256,23.9,0.0,0,0,59,87,43
3634121,Herkimer village,3326,2105,48529,50041,1.0255,29.6,7.2,0,0,71,87,83
1237375,Lady Lake town,9061,3038,46074,47523,1.0254,64.0,2.5,0,0,132,25,59
1245900,Minneola city,5371,4563,110902,110105,1.0253,14.1,1.0,1,-1,-36,-39,-21
1711358,Carpentersville village,11583,9466,86917,90426,1.0252,17.0,1.3,1,-1,129,114,169
3964304,Portsmouth city,7334,4666,34713,35541,1.025,29.2,7.2,0,0,-249,-257,109
0812045,Carbondale town,2816,1873,108324,113569,1.0248,27.5,6.0,0,0,-40,-45,-45
30079,Prairie County,545,271,51250,54459,1.0244,49.2,1.1,0,0,24,22,2
13141,Hancock County,2922,1574,40082,41044,1.0243,44.0,2.1,0,0,-26,-38,67
4811080,Buda city,6058,5216,123766,123596,1.024,12.2,1.7,1,-1,151,150,183
3453280,North Plainfield borough,7832,6570,87349,88114,1.0239,15.2,0.9,0,0,-343,-320,204
1827054,Gas City city,2725,1930,55982,57581,1.0239,27.9,1.3,0,0,122,147,149
1267175,South Bay city,861,570,51417,52667,1.0238,30.0,3.8,0,0,-142,-126,
3957834,Oberlin city,2457,1275,81308,84662,1.0237,42.5,5.7,0,0,159,177,146
38025,Dunn County,1571,1049,97689,99479,1.0236,30.3,2.9,1,-1,100,96,35
4813732,Center city,1954,1462,48293,47683,1.0236,23.6,1.6,0,0,28,32,137
3984742,Whitehall city,8183,6245,51759,54078,1.0235,19.7,4.0,1,-1,-569,-414,261
4549570,Newberry city,3938,2804,51260,52636,1.0235,23.4,5.4,0,0,87,126,332
72141,Utuado Municipio,11311,6486,20800,21473,1.0233,41.0,1.7,0,0,141,105,365
0624134,Firebaugh city,2469,1751,47734,48548,1.0233,27.2,1.9,0,0,-6,-1,9
35027,Lincoln County,10000,5370,53303,54846,1.0233,43.9,2.4,0,0,-80,-65,206
0531090,Heber Springs city,3172,1988,50636,51667,1.0233,35.1,2.2,0,0,123,127,124
1721553,East Alton village,2699,1941,48815,49007,1.0233,25.4,2.7,0,0,-39,-35,15
0157648,Ozark city,5790,3377,48944,49911,1.0233,36.1,5.6,0,0,-117,-99,258
01105,Perry County,3440,2336,37654,38385,1.0232,31.9,0.1,1,-1,90,89,45
4015400,Clinton city,3130,2160,58207,59944,1.0231,20.2,10.8,1,-1,130,145,140
2668760,River Rouge city,2749,2019,41053,42281,1.0231,22.7,3.8,0,0,-93,-85,35
1237775,Lake City city,4688,3227,56472,56910,1.0231,25.6,5.5,1,-1,67,93,271
4767120,Sevierville city,7904,4988,52421,53928,1.0228,28.2,8.7,0,0,-268,-209,357
1302116,Americus city,6106,3964,39176,39896,1.0227,26.4,8.7,1,-1,-222,-225,292
08037,Eagle County,22058,16793,104096,107111,1.0227,21.4,2.5,1,-1,-830,-781,-109
1321324,Dallas city,5213,4127,75545,78469,1.0223,17.7,3.1,0,0,111,126,-5
0645358,Mammoth Lakes town,3318,2591,98056,97690,1.0222,20.9,1.0,0,0,46,44,12
0233140,Homer city,2552,1607,74449,75502,1.022,33.8,3.2,1,-1,28,32,39
0869150,Severance town,3373,2845,124572,127117,1.022,10.3,5.4,1,-1,10,14,11
3624295,Elmsford village,1586,1301,120179,124704,1.021,16.8,1.1,0,0,-136,-130,45
1374964,Swainsboro city,2550,1627,49750,50929,1.0207,26.3,9.9,0,0,81,96,258
4801240,Addison town,10795,8590,73854,74695,1.0205,12.1,8.3,1,-1,-607,-632,117
4246264,McKees Rocks borough,2713,1850,41131,42432,1.0204,30.7,1.1,0,0,-293,-321,125
55078,Menominee County,1405,954,62108,65921,1.0204,31.2,0.9,1,-1,17,18,28
3418490,Dunellen borough,2610,1926,86967,97414,1.0203,25.2,1.0,0,0,-193,-74,79
0833035,Greenwood Village city,6610,4621,149029,149972,1.0203,26.5,3.6,1,-1,194,200,103
3400100,Absecon city,3535,2494,73676,74835,1.0197,26.8,2.6,0,0,-80,-82,-91
4543315,Lyman town,2372,1849,75653,77706,1.0196,17.5,4.6,1,-1,14,12,0
4920810,Eagle Mountain city,12744,11488,113648,117058,1.0194,7.2,2.6,1,-1,-55,-14,14
2157090,Oak Grove city,3074,2378,49354,49930,1.0194,7.1,15.5,1,-1,-338,-361,65
4834832,Horizon City city,6976,6341,65737,65003,1.0191,7.7,1.4,0,0,-49,-50,-46
4967825,Saratoga Springs city,12031,10656,128802,135611,1.019,8.2,3.3,1,-1,-159,-92,-238
4558030,Port Royal town,4676,3081,74870,76208,1.0189,21.6,12.6,0,0,-308,-319,-23
1357260,Oakwood city,2213,1735,67917,73522,1.0187,15.6,6.0,0,0,3,-27,56
2907966,Branson city,5712,3086,51978,54701,1.0186,38.2,7.8,0,0,233,281,483
2455400,New Carrollton city,4527,3232,81509,85370,1.0177,27.7,0.9,1,-1,-339,-242,74
0546970,Morrilton city,2729,1692,47572,46399,1.0177,32.8,5.2,0,0,49,27,50
2641420,Jackson city,13281,9642,44558,45387,1.0175,21.2,6.2,1,-1,-472,-458,333
30039,Granite County,1514,872,59265,60405,1.0174,40.5,1.9,0,0,-6,-6,25
16033,Clark County,279,195,55208,57308,1.0173,25.8,4.3,0,0,17,18,5
5129600,Franklin city,3454,2442,63245,65465,1.0171,28.4,0.9,0,0,-50,-3,271
51620,Franklin city,3454,2442,63245,65465,1.0171,28.4,0.9,0,0,-50,-3,271
1335324,Griffin city,9538,7273,43632,44278,1.017,21.6,2.1,0,0,-784,-796,120
3905130,Bellefontaine city,6219,4217,58806,59859,1.0169,27.5,4.7,0,0,389,391,205
1224150,Fort Myers Beach town,2831,1025,91291,94792,1.0168,63.5,0.2,0,0,-48,-52,-44
46121,Todd County,2544,2017,42075,42682,1.0167,18.2,2.6,0,0,77,85,79
3980990,Warrensville Heights city,6261,3529,49669,50541,1.0166,39.5,4.2,1,-1,-252,-227,207
4829564,Gilmer city,1759,1134,44316,44868,1.0165,34.1,1.5,0,0,-86,-96,
2160852,Pikeville city,3323,2203,39955,40625,1.0163,25.3,8.4,0,0,-285,-283,86
0603302,Avenal city,2802,2298,54741,57527,1.0161,11.1,6.9,0,0,161,239,57
2070800,Tonganoxie city,2346,1869,80109,76377,1.0161,19.0,1.4,0,0,24,26,47
13253,Seminole County,3767,2157,49495,49976,1.016,42.6,0.2,0,0,79,87,48
4830584,Granite Shoals city,1981,1370,78042,82178,1.016,27.9,2.9,0,0,42,19,-16
49009,Daggett County,288,188,66000,64000,1.0159,34.7,0.0,0,0,11,11,2
0405770,Benson city,2395,1281,49346,49846,1.0157,43.5,3.0,0,0,59,61,150
46137,Ziebach County,735,553,53958,53085,1.0155,24.8,0.0,0,0,28,29,36
2866440,Senatobia city,2982,2164,54167,56694,1.015,24.2,3.2,0,0,36,49,151
35033,Mora County,1968,1163,53663,55143,1.0149,40.9,0.0,0,0,23,25,36
4277912,Turtle Creek borough,2429,1446,45997,46579,1.0148,35.2,5.2,0,0,50,44,9
1751180,Mount Vernon city,6108,4092,55357,55323,1.0146,29.3,3.7,0,0,213,212,209
5355855,Port Townsend city,5683,2541,62606,63838,1.0145,55.3,0.0,0,0,58,28,-10
4818092,Cuero city,2247,1534,56480,58718,1.0142,23.9,7.9,0,0,120,136,193
4831592,Gun Barrel City city,2918,1707,71310,74318,1.0141,40.5,1.0,0,0,48,54,38
3405590,Bernardsville borough,2689,1873,236115,232768,1.0138,30.3,0.0,0,0,29,28,7
5551575,Middleton city,10382,7112,89524,93057,1.0136,23.0,8.5,1,-1,582,599,291
0867280,Salida city,2811,1768,70045,70368,1.0135,33.2,3.9,0,0,-12,-12,-5
3455770,Palisades Park borough,7472,5747,94743,94088,1.0132,20.5,2.6,1,-1,-136,-142,-139
0113264,Center Point city,5951,4689,56417,58473,1.0129,18.3,2.9,1,-1,-297,-294,214
0826270,Federal Heights city,5252,3792,56597,57116,1.0128,20.3,7.5,0,0,-314,-340,-7
13053,Chattahoochee County,1866,1491,61042,62560,1.0126,17.1,2.9,0,0,-117,-125,22
0574540,West Memphis city,9376,6303,42674,44169,1.0121,29.0,3.8,0,0,-483,-346,355
1720292,Dolton village,7820,5094,57887,58269,1.012,34.2,0.7,1,-1,-299,-303,-10
2119882,Danville city,6968,4384,52646,54080,1.0113,31.2,5.8,0,0,311,287,202
2813820,Clarksdale city,5873,3910,36382,36787,1.0113,29.7,3.7,0,0,-217,-197,379
3461170,Prospect Park borough,2065,1531,53125,53480,1.0109,24.1,1.7,0,0,5,-1,41
2203985,Baker city,4292,3220,54750,56798,1.0109,20.2,4.8,0,0,-133,-156,222
4818524,Dalhart city,3056,2254,71630,69588,1.0106,20.6,5.7,1,-1,399,375,315
1305344,Barnesville city,2163,1621,57411,56984,1.0105,22.1,3.0,0,0,170,160,74
2163912,Radcliff city,9592,6874,58559,58744,1.0104,24.0,4.3,1,-1,582,589,529
2629000,Flint city,34572,25314,37646,38324,1.01,24.7,2.0,1,-1,-980,-1052,1327
48111,Dallam County,2586,1949,71500,69983,1.0096,18.5,6.1,1,-1,270,248,252
4846440,Manor city,6379,5792,84529,88027,1.0095,4.4,4.8,0,0,-107,-120,25
12037,Franklin County,4949,2693,64105,66108,1.0095,43.0,2.6,0,0,-11,-17,10
12119,Sumter County,70318,20125,76508,77287,1.0095,70.2,1.2,1,-1,357,363,345
5371960,Toppenish city,2447,1734,67854,69294,1.009,23.7,5.5,1,-1,128,134,127
4263840,Red Lion borough,2709,2027,72901,73039,1.0089,23.4,1.7,0,0,75,74,29
0141296,Lanett city,2338,1650,42357,42879,1.0089,29.1,0.3,0,0,-161,-161,136
16081,Teton County,4677,3316,99805,100788,1.0089,25.5,3.6,0,0,99,97,47
22107,Tensas Parish,1578,863,36615,37435,1.0088,45.1,0.2,0,0,59,68,9
1373816,Stone Mountain city,2401,1799,46973,47212,1.0085,21.7,3.4,0,0,-76,-81,32
2038650,Lansing city,3556,2457,102786,104113,1.0082,30.2,0.7,1,-1,-26,-25,-17
2416225,Chestertown town,2195,1071,54346,57650,1.0081,43.6,7.7,0,0,-119,-96,-12
28119,Quitman County,2643,1811,32412,33662,1.0081,28.6,2.9,0,0,-64,-55,169
4213704,Clairton city,2715,1508,36538,36763,1.0079,42.7,1.7,0,0,-5,5,16
4829660,Gladewater city,2127,1646,58810,59583,1.0078,20.9,1.7,0,0,145,166,159
4852212,Northlake town,2889,2553,123469,122751,1.0077,6.7,4.9,0,0,106,107,110
0631568,Gustine city,2503,1729,59532,59544,1.0076,27.4,3.6,0,0,60,59,163
4820884,Donna city,4924,3352,40438,40925,1.0075,31.0,1.0,0,0,-276,-283,125
2227155,Franklin city,2354,1553,39518,39862,1.0075,32.8,1.2,0,0,-15,-17,105
1207525,Bonita Springs city,25332,10590,95210,96041,1.0075,57.0,1.2,1,-1,-460,-437,-174
1714065,Chicago Ridge village,5234,4067,68964,66275,1.0074,20.1,2.2,0,0,-82,-188,142
3016600,Columbia Falls city,2209,1715,75766,76267,1.0072,18.8,3.5,0,0,110,112,141
4879576,Wilmer city,1815,1420,59626,59573,1.0072,18.9,2.9,0,0,-3,-3,30
72125,San Germán Municipio,11860,6085,18317,18488,1.007,47.4,1.3,0,0,124,110,223
35017,Grant County,11295,5945,44958,45265,1.0068,45.3,2.1,0,0,253,249,277
0684438,Westlake Village city,2967,1751,179954,192631,1.0064,40.4,0.5,0,0,9,-5,33
3668286,Solvay village,3021,2033,61166,62017,1.0064,27.4,5.3,0,0,159,169,108
2035750,Junction City city,9526,6839,61181,61650,1.0063,15.9,12.3,0,0,590,631,824
0507330,Blytheville city,5792,3923,47865,46537,1.0057,27.3,5.0,0,0,-86,-188,392
0101852,Anniston city,8881,5402,46668,47384,1.0049,37.6,1.6,0,0,-333,-325,391
1325552,Eastman city,2222,1598,52394,51695,1.0048,20.8,7.2,0,0,96,89,130
1643570,Kimberly city,1723,1385,97799,84563,1.0042,16.3,3.3,0,0,0,29,
4879408,Willis city,2359,1517,68632,64673,1.0042,31.3,4.4,0,0,-118,-113,113
12077,Liberty County,2563,1823,58671,58232,1.0037,26.8,2.1,0,0,99,98,40
2640680,Inkster city,9750,7183,39252,39731,1.0036,23.2,3.1,0,0,-414,-473,374
4534045,Hilton Head Island town,18326,9006,94657,95056,1.0028,49.7,1.2,0,0,-160,-156,-70
0547390,Mountain Home city,6341,3130,41274,41293,1.0026,45.4,5.2,0,0,-30,-30,92
3653022,North Hills village,2389,1068,173315,184043,1.0025,55.3,0.0,0,0,-32,-43,-7
4811368,Burkburnett city,4438,2880,66308,68152,1.0025,31.0,4.1,0,0,154,152,48
1243425,Mascotte city,2190,1929,83878,82597,1.0025,10.3,1.6,0,0,-57,-47,-36
1336276,Hampton city,2749,2246,75052,75204,1.0025,17.9,0.4,0,0,-97,-97,-83
3738060,Lexington city,7529,5298,43128,42357,1.0024,26.8,2.8,1,-1,-40,-73,386
4840168,Lacy-Lakeview city,2681,2043,56924,57574,1.0024,18.5,5.3,0,0,240,242,149
4177050,Veneta city,2054,1481,66890,67560,1.0015,26.8,1.1,0,0,-99,-99,-6
3573260,Silver City town,3878,2269,38711,39750,1.0015,38.1,3.4,0,0,-207,-202,156
1757628,Paris city,3925,2480,53927,55703,1.0014,27.8,9.0,0,0,273,293,151
72147,Vieques Municipio,3125,1769,19803,19842,1.0012,41.8,1.6,1,-1,99,98,205
48271,Kinney County,1152,629,70000,66012,1.001,44.0,1.4,0,0,59,51,99
2910828,Cameron city,2754,1800,61791,63161,1.0006,30.4,4.2,0,0,112,125,61
4253288,New Brighton borough,2559,1736,52939,54395,1.0005,27.4,4.7,0,0,74,81,51
2250885,Minden city,4578,3242,34294,34316,1.0002,25.2,4.0,0,0,-136,-135,-85
4980090,Vernal city,3369,2371,64457,63488,1.0002,17.4,12.2,1,-1,331,336,107
1263700,Sanibel city,3170,1165,108644,111936,1.0001,62.6,0.6,0,0,24,20,19
31069,Garden County,858,472,41882,43387,0.9997,41.4,3.6,0,0,13,18,14
0625058,Fort Bragg city,3135,2023,56481,58656,0.9996,33.6,1.9,0,0,-78,-92,45
4817744,Crockett city,2638,1753,38869,37865,0.9993,29.8,3.8,0,0,-113,-87,165
0131912,Greenville city,2929,2184,40822,40854,0.999,24.4,1.1,0,0,26,26,184
2856960,Philadelphia city,2746,1971,50788,50923,0.9989,25.5,2.7,0,0,13,13,-16
1710373,Cahokia Heights city,6053,4478,33792,33744,0.9982,22.8,3.2,1,-1,70,75,
2846640,Meridian city,14559,9709,36562,36717,0.9981,28.3,5.0,1,-1,-591,-603,316
4874408,Universal City city,8175,5890,74811,74600,0.9976,21.8,6.2,1,-1,300,293,158
3739280,Long View town,2200,1424,46739,47110,0.9975,28.6,6.7,1,-1,140,143,
4204792,Beaver Falls city,3371,2276,49924,49769,0.9972,27.3,5.2,0,0,121,123,56
4574275,Walterboro city,2330,1729,56457,56729,0.9971,19.4,6.4,0,0,75,75,14
0631414,Guadalupe city,2092,1617,66930,66318,0.9971,21.7,1.0,0,0,-37,-28,61
0646492,Maywood city,6581,5153,60943,60683,0.9969,20.3,1.4,1,-1,-351,-344,247
26039,Crawford County,6231,3826,60392,60190,0.9966,35.8,2.8,1,-1,50,49,187
4834676,Hondo city,2566,1686,62032,65242,0.9966,26.9,7.4,0,0,104,58,-54
0127616,Fort Payne city,5522,3939,47479,47701,0.9962,26.7,2.0,0,0,112,115,122
2839640,Laurel city,6675,4505,47661,47088,0.9958,25.8,6.7,0,0,123,78,188
38033,Golden Valley County,699,394,68021,71538,0.9957,43.5,0.1,0,0,18,17,3
0157144,Orange Beach city,3911,2634,97736,93818,0.995,30.5,2.2,0,0,230,191,232
28037,Franklin County,3074,1922,52939,52895,0.9946,36.4,1.1,0,0,13,13,120
72079,Lajas Municipio,8844,4930,19695,19613,0.9945,43.6,0.7,1,-1,212,219,160
48327,Menard County,942,556,53043,53846,0.9943,41.0,0.0,0,0,39,39,6
2923986,Ferguson city,8097,6205,47524,46387,0.9938,21.6,1.7,1,-1,-519,-400,177
2826860,Gautier city,7397,5322,61926,60442,0.9937,26.9,1.2,0,0,-39,-68,214
4286968,Yeadon borough,5353,3660,49759,49250,0.9934,30.3,1.3,1,-1,-102,-104,46
1829358,Greencastle city,3443,2244,55565,54114,0.9921,29.2,5.6,0,0,111,89,174
5145512,Lexington city,2187,1120,84517,88147,0.9913,36.6,12.2,0,0,175,175,175
51678,Lexington city,2187,1120,84517,88147,0.9913,36.6,12.2,0,0,175,175,175
48197,Hardeman County,1230,711,63333,63955,0.9908,40.2,2.0,0,0,45,44,40
3707720,Brevard city,3752,2032,54103,50711,0.9905,44.8,1.1,0,0,96,75,183
4214712,Coatesville city,5065,3716,59256,57985,0.9899,25.7,0.9,0,0,-231,-215,55
45053,Jasper County,13118,8338,65613,64451,0.9898,32.8,3.6,1,-1,-317,-339,119
3948104,Martins Ferry city,2895,1822,37467,38367,0.989,31.3,5.7,0,0,-152,-147,66
30085,Roosevelt County,3091,2173,57063,56502,0.989,27.5,2.2,1,-1,128,125,141
3735920,Kinston city,8891,5319,36878,37033,0.9882,36.9,3.3,1,-1,-220,-232,667
4504690,Beaufort city,5348,3766,61220,62416,0.9879,24.7,4.8,0,0,-144,-165,67
28097,Montgomery County,4137,2698,41748,42472,0.9878,34.0,0.8,0,0,-56,-76,84
5459068,Nitro city,2828,1810,53848,55095,0.987,33.5,2.5,0,0,26,40,81
08023,Costilla County,1651,948,36861,37222,0.986,40.9,1.7,0,0,-10,-6,32
4033750,Henryetta city,2311,1466,45259,44536,0.9859,31.8,4.8,0,0,-1,-3,88
1926445,Fairfield city,4115,2258,51311,50931,0.9849,40.6,4.5,0,0,-65,-68,54
1323872,Douglas city,4621,3288,34408,33400,0.9842,25.0,3.9,0,0,10,33,93
1029090,Georgetown town,2529,1562,49719,48746,0.984,33.6,4.6,0,0,37,69,30
22081,Red River Parish,3100,1937,49167,47938,0.9833,30.0,7.5,0,0,83,76,68
1938640,Iowa Falls city,2226,1338,50417,49612,0.9828,34.2,5.7,0,0,52,43,49
2670520,Saginaw city,17789,12216,38579,37526,0.9817,26.3,5.0,1,-1,-1181,-1214,490
4862168,Rio Grande City city,4525,3349,44577,43589,0.981,22.5,3.5,0,0,-13,-35,100
2416550,Cheverly town,2317,1641,123535,118806,0.9808,27.7,1.5,1,-1,-1,0,17
13061,Clay County,1231,697,49147,47854,0.9808,42.6,0.7,0,0,48,46,24
1827000,Gary city,27227,17206,38731,38199,0.9806,34.3,2.6,1,-1,-1313,-1219,513
0833695,Gypsum town,2674,2563,115564,118143,0.9801,4.2,0.0,0,0,-119,-83,41
1764278,Riverdale village,3760,2923,39833,39024,0.9792,21.2,1.1,0,0,-131,-107,1
1241150,Longboat Key town,4222,1140,158030,156098,0.9784,73.0,0.0,0,0,7,9,26
4718540,Crossville city,5264,3471,48802,47629,0.9783,27.4,6.6,0,0,200,187,352
2600980,Albion city,2365,1693,39885,38914,0.9774,25.5,3.0,0,0,19,34,-3
4862672,Rockdale city,2191,1605,60590,59151,0.977,25.1,1.6,0,0,0,23,-3
4717680,Covington city,3685,2468,42254,42246,0.9768,28.2,4.8,0,0,-273,-273,192
0504030,Batesville city,4043,2653,51856,50591,0.9762,28.1,6.3,1,-1,126,115,270
48261,Kenedy County,55,25,38882,36944,0.9754,54.5,0.0,0,0,10,9,-3
4175650,Umatilla city,2201,1548,68826,68003,0.9752,18.9,10.8,1,-1,55,53,119
21237,Wolfe County,2673,1716,30417,29721,0.9747,30.5,5.3,0,0,11,16,66
2423025,District Heights city,1981,1258,86955,92147,0.9728,35.1,1.4,0,0,15,13,-68
3505780,Aztec city,2394,1615,41977,40931,0.9717,28.8,3.8,0,0,-12,-12,47
1064320,Seaford city,3516,2374,54016,55317,0.9714,29.7,2.8,0,0,-97,-90,186
1324376,Dublin city,6072,4341,42988,41682,0.9702,24.2,4.3,0,0,-172,-150,362
3902638,Ashtabula city,7891,5212,44120,42620,0.9701,29.4,4.6,1,-1,-105,-98,212
2281165,Westwego city,3663,2613,46261,45565,0.969,26.3,2.3,0,0,-110,-107,105
01063,Greene County,3225,1979,29200,28500,0.9683,35.1,3.5,0,0,258,256,53
3771220,Washington city,4709,2884,40186,39016,0.9683,34.4,4.4,0,0,-207,-183,107
13265,Taliaferro County,588,290,52500,49455,0.9682,46.4,4.3,0,0,12,11,11
1264875,Sebring city,4949,2733,44184,42314,0.9681,38.8,6.0,0,0,-365,-349,-110
0804110,Avon town,2568,2189,89027,89472,0.9678,13.0,1.8,0,0,-244,-247,-20
3404930,Belmar borough,2959,2203,93573,85747,0.9662,25.5,0.0,0,0,-53,-57,-6
4725920,Fayetteville city,2949,1967,49223,47197,0.9661,31.5,1.8,0,0,171,185,109
22065,Madison Parish,3053,1965,35456,34576,0.9659,33.5,2.1,0,0,-46,-41,163
01119,Sumter County,4823,3108,33310,32958,0.9656,31.9,3.6,0,0,21,33,59
32021,Mineral County,1830,1034,54855,54940,0.9653,43.3,0.2,0,0,-2,-2,42
4836092,Iowa Colony village,4175,3683,144092,139936,0.9652,10.4,1.4,0,0,26,27,28
1252125,Orange Park town,3546,2268,77106,77229,0.9644,34.7,1.4,0,0,20,21,165
1277675,Wildwood city,9228,3966,76552,73142,0.9632,54.3,2.7,0,0,-11,-47,65
4165950,Seaside city,3638,2244,47361,46265,0.9624,37.4,0.9,0,0,71,124,-7
1776935,University Park village,2516,1861,73844,69990,0.9604,25.0,1.0,0,0,-191,-149,-7
2112160,Campbellsville city,4863,3018,49644,47483,0.9601,31.2,6.7,0,0,376,343,256
2278715,Ville Platte city,2739,1498,28361,26111,0.9599,33.1,12.2,0,0,-21,5,243
40025,Cimarron County,707,316,62188,59242,0.9594,55.0,0.3,0,0,57,51,19
46017,Buffalo County,508,361,47045,45395,0.9583,26.2,2.8,0,0,14,14,19
4722000,Dunlap city,2113,1173,45589,43864,0.9559,39.7,4.8,0,0,-155,-195,17
